provider_id,qr_rating,has_license,name_academy,name_early_head_start,name_head_start,name_learning_center,name_preschool,ptype_center,ptype_family,ptype_group,regtype_child_care_center,regtype_family_home_child_care,regtype_group_home_child_care,geo_region_1,geo_region_2,geo_region_3,geo_region_4,geo_region_5,geo_region_6,geo_region_7,name_other
181,2,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
9,2,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
186,2,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
4,3,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
31,3,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
151,3,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
127,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
98,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
41,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
202,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
7,3,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
129,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
54,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
180,5,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
15,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
50,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
70,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
37,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
106,4,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
45,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
68,4,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
179,4,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
135,4,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
112,4,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
24,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
88,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
84,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
130,2,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
178,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
209,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
183,5,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
174,3,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
109,3,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
87,3,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
83,3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
170,3,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
66,3,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
12,2,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
38,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
23,2,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
47,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
35,4,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
208,3,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
97,4,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
72,3,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
73,5,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False
76,4,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
49,3,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
192,3,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
146,2,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
118,5,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False
124,4,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
14,4,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
63,4,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
148,4,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False
144,4,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
56,4,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
79,4,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
176,3,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
182,3,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
81,3,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
64,3,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
161,2,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
39,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
101,2,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
138,2,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
191,2,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
78,2,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False
164,2,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True
69,2,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
53,4,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
51,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
120,2,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
128,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
116,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
36,4,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
10,3,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
190,2,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
94,4,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
29,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
114,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
198,3,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
137,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
201,2,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
141,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
168,3,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
160,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
75,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
162,2,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
163,2,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
34,5,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
167,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
